text1,Tactic
InvisiMole can be launched by using DLL search order hijacking in which the wrapper DLL is placed in the same folder as explorer.exe and loaded during startup into the Windows Explorer process instead of the legitimate library.,Persistence
Melcoz can use DLL hijacking to bypass security controls.,Persistence
MirageFox is likely loaded via DLL hijacking into a legitimate McAfee binary.,Persistence
PlugX has the ability to use DLL search order hijacking for installation on targeted systems.,Persistence
PowerSploit contains a collection of Privesc-PowerUp modules that can discover and exploit DLL hijacking opportunities in services and processes.,Persistence
RTM has used search order hijacking to force TeamViewer to load a malicious DLL.,Persistence
RedLeaves is launched through use of DLL search order hijacking to load a malicious dll.,Persistence
Threat Group-3390 has performed DLL search order hijacking to execute their payload.,Persistence
"Variants of WEBC2 achieve persistence by using DLL search order hijacking, usually by copying the DLL file to ""%SYSTEMROOT%"" (""C:\WINDOWS\ntshrui.dll"").",Persistence
WastedLocker has performed DLL hijacking before execution.,Persistence
Whitefly has used search order hijacking to run the loader Vcrodat.,Persistence
A Patchwork .dll that contains BADNEWS is loaded and executed using DLL side-loading.,Persistence
A gh0st RAT variant has used DLL side-loading.,Persistence
APT19 launched an HTTP malware variant and a Port 22 malware variant using a legitimate executable that loaded the malicious DLL.,Persistence
APT3 has been known to side load DLLs with a valid version of Chrome with one of their tools.,Persistence
"APT32 ran legitimately-signed executables from Symantec and McAfee which load a malicious DLL. The group also side-loads its backdoor by dropping a library and a legitimate, signed executable (AcroTranscoder).",Persistence
APT41 used legitimate executables to perform DLL side-loading of their malware.,Persistence
BADNEWS typically loads its DLL file into a legitimate signed Java or VMware executable.,Persistence
BRONZE BUTLER has used legitimate applications to side-load malicious DLLs.,Persistence
BlackTech has used DLL side loading by giving DLLs hardcoded names and placing them in searched directories.,Persistence
"Clambling can store a file named `mpsvc.dll`, which opens a malicious `mpsvc.mui` file, in the same folder as the legitimate Microsoft executable `MsMpEng.exe` to gain execution.",Persistence
Denis exploits a security vulnerability to load a fake DLL and execute its code.,Persistence
"During Operation CuckooBees, the threat actors used the legitimate Windows services `IKEEXT` and `PrintNotify` to side-load malicious DLLs.",Persistence
"During the T9000 installation process, it drops a copy of the legitimate Microsoft binary igfxtray.exe. The executable contains a side-loading weakness which is used to load a portion of the malware.",Persistence
Earth Lusca has placed a malicious payload in `%WINDIR%\SYSTEM32\oci.dll` so it would be sideloaded by the MSDTC service.,Persistence
Ecipekac can abuse the legitimate application policytool.exe to load a malicious DLL.,Persistence
Egregor has used DLL side-loading to execute its payload.,Persistence
FinFisher uses DLL side-loading to load malicious programs.,Persistence
"Goopy has the ability to side-load malicious DLLs with legitimate applications from Kaspersky, Microsoft, and Google.",Persistence
HTTPBrowser has used DLL side-loading.,Persistence
"Higaisa’s JavaScript file used a legitimate Microsoft Office 2007 package to side-load the ""OINFO12.OCX"" dynamic link library.",Persistence
"HyperBro has used a legitimate application to sideload a DLL to decrypt, decompress, and run a payload.",Persistence
Javali can use DLL side-loading to load malicious DLLs into legitimate executables.,Persistence
Kerrdown can use DLL side-loading to load malicious DLLs.,Persistence
"LookBack side loads its communications module as a DLL into the ""libcurl.dll"" loader.",Persistence
Metamorfo has side-loaded its malicious DLL file.,Persistence
MuddyWater maintains persistence on victim networks through side-loading dlls to trick legitimate programs into running malware.,Persistence
Mustang Panda has used a legitimately signed executable to execute a malicious payload within a DLL file.,Persistence
Nebulae can use DLL side-loading to gain execution.,Persistence
Pandora can use DLL side-loading to execute malicious payloads.,Persistence
PowGoop can side-load `Goopdate.dll` into `GoogleUpdate.exe`.,Persistence
RCSession can be installed via DLL side-loading.,Persistence
RainyDay can use side-loading to run malicious executables.,Persistence
"Sakula uses DLL side-loading, typically using a digitally signed sample of Kaspersky Anti-Virus (AV) 6.0 for Windows Workstations or McAfee's Outlook Scan About Box to load malicious DLL files.",Persistence
SideCopy has used a malicious loader DLL file to execute the `credwiz.exe` process and side-load the malicious payload `Duser.dll`.,Persistence
Sidewinder has used DLL side-loading to drop and execute malicious payloads including the hijacking of the legitimate Windows application file rekeywiz.exe.,Persistence
SysUpdate can load DLLs through vulnerable legitimate executables.,Persistence
"Threat Group-3390 has used DLL side-loading, including by using legitimate Kaspersky antivirus variants in which the DLL acts as a stub loader that loads and executes the shell code.",Persistence
Tropic Trooper has been known to side-load DLLs using a valid version of a Windows Address Book and Windows Defender executable with one of their tools.,Persistence
Waterbear has used DLL side loading to import and load a malicious DLL loader.,Persistence
"Wingbird side loads a malicious file, sspisrv.dll, in part of a spoofed lssas.exe service.",Persistence
ZeroT has used DLL side-loading to load malicious payloads.,Persistence
menuPass has used DLL side-loading to launch versions of Mimikatz and PwDump6 as well as UPPERCUT.,Persistence
APT41 has configured payloads to load via LD_PRELOAD.,Persistence
"XCSSET adds malicious file paths to the ""DYLD_FRAMEWORK_PATH"" and ""DYLD_LIBRARY_PATH"" environment variables to execute malicious code.",Persistence
Empire contains modules that can discover and exploit search order hijacking vulnerabilities.,Persistence
Empire contains modules that can discover and exploit unquoted path vulnerabilities.,Persistence
"One variant of BlackEnergy locates existing driver services that have been disabled and drops its driver component into one of those service's paths, replacing the legitimate executable. The malware then sets the hijacked service to start automatically to establish persistence.",Persistence
"Lazarus Group has abused the ""KernelCallbackTable"" to hijack process control flow and execute shellcode.",Persistence
APT1 has registered hundreds of domains for use in operations.,Resource Development
"APT28 registered domains imitating NATO, OSCE security websites, Caucasus information resources, and other organizations.",Resource Development
"APT29 has acquired C2 domains, sometimes through resellers.",Resource Development
APT32 has set up and operated websites to gather information and deliver malware.,Resource Development
Dragonfly has registered domains for targeting intended victims.,Resource Development
"Earth Lusca has registered domains, intended to look like legitimate target domains, that have been used in watering hole attacks.",Resource Development
